google_place_id,name,neighborhood,address,primary_type,google_types,price_level,google_rating,review_count,hours,description,google_reviews
"ChIJEyUgYZRZwokRETFRosKubF8","Due West","West Village","189 W 10th St, New York","Bar & Grill","bar_and_grill; wine_bar; sports_bar; brunch_restaurant; cocktail_bar; gastropub; bar; restaurant; food; point_of_interest; establishment","PRICE_LEVEL_EXPENSIVE","4.3","472","Monday: 5:00 PM – 12:00 AM | Tuesday: 5:00 PM – 12:00 AM | Wednesday: 5:00 PM – 12:00 AM | Thursday: 5:00 PM – 2:00 AM | Friday: 4:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 12:00 PM – 12:00 AM","Cocktails & elevated bar fare in a smart setting with plush booths & big screens to watch the game.","[5★ Glenis Morris]: We had a spa day and treated ourselves to a late lunch at Due West.

First off, the atmosphere is warm and welcoming! The music pulls you in and people don’t mind waiting!

So comfortable and  it is so worth it!

You got great sports playing with the basketball games of the day playing on a set up high. Behind the bar is another with ice skating! And in the main seating area is another wall screen.

Listen, we ordered crispy, delicious wings and a steak salad with this vinaigrette that made me want to order one to take home! Those wings are everything you want wings to be!

That steak was so perfectly seasoned and juicy and tender! But wait, I am now hooked on that Hot cider and yeah, I had two! My friend had Tequila and a Pilsner and yeah, she definitely had 2!

So we are going back because it wasn’t just the atmosphere, food, but the service is excellent.

Go you won’t be disappointed! ||| [5★ Youssef Ebrahim]: I had an amazing experience at Due West. Our waitress Zoe was absolutely top tier. The service was fast, friendly, and genuinely attentive without being overbearing. You could tell she really cared about making sure everyone had a great time.

The drinks were incredible too. Perfectly mixed, strong but smooth, and consistently great every round. It is rare to find a place where both the service and the drinks are this on point.

Due West has the kind of staff that turns a good bar into a great one. I will definitely be coming back and recommending it to friends. ||| [5★ nichol perez]: My daughter and I had the pleasure of having dinner @duewestnyc
Tender skirt steak with shoestring fries and salsa verde was amazing I wanted more. My daughter and I also ordered 2 lobster mac and cheese which had bread crumbs and chives. Mouth watering. She ordered the bacon cheeseburger with shoestring fries as well.
Happy hour was on so I also had the hush puppies which were piping hot and banging.

The whole meal was excellent and we left stuffed but in a satisfied way and even took home leftovers.

This gastropub has big screen tv’s, Trivia Night every Monday at 7pm and Happy Hour Mon-Friday 4-6pm.
I love the quiet block in the west village that it’s located in. The staff is amazing and present and the chefs are on point with the food that comes out of that kitchen. Just delicious!!! ||| [5★ Adam Giladi]: Always love finding a new neighborhood spot to watch the football game, and this Spot has the vibes (and the chicken wings) to be my new go to Spot.

Plenty of TVs to enjoy Thursday night football with a cocktail and maybe the best wings in the West Village. Quality chicken and super flavorful, you’ll need multiple orders. We also loved the Lobster Roll and Crab dip alongside the wings. ||| [1★ Owen Firth]: Visited this bar (from Australia) with my daughter and initially it was brilliant. Great cocktails and lovely service from Zoe. Met some locals and started hanging out with them. The trivia started so we all joined together as a team with a couple of other guys who arrived. It’s was a hoot until….the angry manager guy told us we couldn’t group together for trivia. We tried to explain we were all joined up but he started getting agro and in a minute escalated to kicking us out!! Unbelievable. We were having such a great time, bonding with locals who were so welcoming. We all had to leave. A couple of guys we were talking to even left in protest since it was so out of order. That guy is ruining the place. Sad."
"ChIJwfjyaetZwokRTDXEUa-gpOQ","The Otheroom","West Village","143 Perry St, New York","Bar","bar; point_of_interest; establishment","PRICE_LEVEL_MODERATE","4.3","256","Monday: 5:00 PM – 12:00 AM | Tuesday: 5:00 PM – 12:00 AM | Wednesday: 5:00 PM – 12:00 AM | Thursday: 5:00 PM – 2:00 AM | Friday: 5:00 PM – 2:00 AM | Saturday: 3:00 PM – 2:00 AM | Sunday: 3:00 PM – 12:00 AM","Dark, cozy bar with a hideaway vibe and lengthy beer & wine lists.","[5★ Roger Ridley]: Nice beer & wine bar. Not the friendliest bartender but cool atmosphere , would recommend for a date ||| [5★ Christian Jay Villanueva]: Really delicious drinks, amazing atmosphere and staff was super friendly. Would recommend for anyone/ groups looking for a casual night out with a cozy atmosphere. ||| [2★ Yusef Hertzel]: Not the same as 2019. Drinks are not consistent, music is too loud and is no longer charming in the sense of being transformed back into the 1990s filled with lust and love as if you're living the life of Jesse and Celine in Before Sunrise. ||| [5★ David Torres]: Great time there Sunday night with Lee! She's friendly, quick and attentive; she definitely had everything running smooth and chill. A hidden gem in the West Village. Heard about here through a friend of mine and all I can say I was not misinformed at all. Thanks again Lee A. ||| [5★ Nancy Baek]: Very cute spot for a nice drink on a date"
"ChIJD12dAtlbwokR246T0HsWnzY","Donna","West Village","7 Cornelia St, New York","Cocktail Bar","cocktail_bar; bar; restaurant; food; point_of_interest; establishment","PRICE_LEVEL_MODERATE","4.5","450","Monday: 5:00 PM – 12:00 AM | Tuesday: 5:00 PM – 12:00 AM | Wednesday: 5:00 PM – 12:00 AM | Thursday: 5:00 PM – 12:00 AM | Friday: 5:00 PM – 1:00 AM | Saturday: 3:00 PM – 1:00 AM | Sunday: 3:00 – 9:00 PM","A menu of Pan-Latin dishes in a chic restaurant & bar serving cocktails, wine & beer.","[5★ Nicholas Hester]: Stopped in for drinks after dinner. Great service, really really good cocktail menu. The bartenders were super cool and fun to chat with. Nice little spot if you need a drink in west village ||| [5★ Cindy Hao]: the perfect noise level, AMAZING vibes, and such good drinks!! came here to catch up with a friend i haven’t seen in over a year, but would be so perf for a date. wait staff is not overbearing but also attentive. one of my fave bars in nyc and def want to come back.

came here on a wednesday evening and it wasn’t too crowded!

it says the place closes at 11 but they started being aggressive with the checks close to 10 and it cleared out by 10, so i wasn’t really sure what the hours were ||| [5★ Samuel Maya]: Hands down some of the best cocktails I’ve had and I’ve been to many of the Top 50 bars. I went with a group of 5 people and basically tried the entire menu and was surprised how good the food was (Uli’s rice is a must-have!). Considering the area (West Village) the menu is fairly priced and the concept of it being worker-owned makes your dollar go a longer way. The service was very accommodating and music/atmosphere was awesome. ||| [4★ Shaquana Broadhead]: I stopped by Donna's before catching a screening at the IFC and grabbed a seat at the bar since there was a special event in the dining area. Despite how busy it was, the servers were incredibly attentive to everyone, which definitely deserves a shout-out. Plus, the drinks and bar bites were good! ||| [5★ Caelin Burgi]: A couple of friends and I came in last weekend thinking it would be the first stop of many for the night. After a couple drinks, we went to try out other bars... and came right back to Donna after not even 30 minutes. Not only were the vibes fantastic but so was the service - specifically Christian! 10/10 spot."
"ChIJ9y3B8ZNZwokR3WxwIDDjtk0","Down the Hatch","West Village","179 W 4th St, New York","Bar & Grill","bar_and_grill; sports_bar; bar; event_venue; restaurant; food; point_of_interest; establishment","PRICE_LEVEL_INEXPENSIVE","4.3","1486","Monday: 2:00 PM – 4:00 AM | Tuesday: 2:00 PM – 4:00 AM | Wednesday: 2:00 PM – 4:00 AM | Thursday: 2:00 PM – 4:00 AM | Friday: 2:00 PM – 4:00 AM | Saturday: 12:00 PM – 4:00 AM | Sunday: 12:00 PM – 4:00 AM","Underground bar serving up wings, burgers & more, along with drink specials & sports on the TVs.","[5★ Kirk Coleman]: This has become one of my go-to spots when hanging out with friends. The drink menu is solid, the music always hits a nice mix that keeps everyone happy, and the vibe is easygoing but fun. If you’re ordering food, the garlic parmesan wings are a must, they’re ridiculously good and always disappear fast. One of the bartenders makes an incredible alcoholic green tea that’s not on everyone’s radar, but it’s absolutely worth asking for. Great atmosphere, great flavors, and an all-around awesome place to spend the night. ||| [5★ Jack Tuggle]: I sleep with recommended on TikTok by chefs on where to go after work. I happen to be in the area so I thought I would stop by. Well, I was surprised to find that it was more of a neighborhood bar. I was happy to see that they have one of the best happy hours in town. Nobody was there, but the drinks were great. Everything was half off and they have a lot of weekly specials. I will definitely go back. It’s cute. It’s simple. It was quiet at the time. I went good recommendation also the chicken wings which I got boneless were excellent and fries even better. ||| [5★ Leslie M]: We really enjoyed this spot! The vibe was nice, it felt like the spot you would go for a couple drinks after work on your way home or happy hour on Friday.  Good drink specials that you can't pass up for NY prices! ||| [5★ Curtis U]: A true dive! We were looking for a place to eat and watch some football while walking around the city and this was the perfect place. The place was filled with younger locals enjoying draft beer deals with college football on.
We ordered half price boneless wings and a couple of beers and left without spending $40! The wings and fries were great, and we even recommended Down the Hatch to someone else in the area! The perfect spot for us, but may not be for everyone going down those steps to the front door, and that's alright! ||| [5★ BarExamEmma]: This bar! This bar is fun. Saturday night in spring pouring rain and found shelter in THIS BAR! We stumbled in wet, tipsy and found a very cozy warm bar to hold up in. This bar did not feel supper NYC but at the same time it did. Everyone was so friendly  and happy as if the whole place just had a great full day and wanted to wind down and have fun. We went on a Saturday night not crazy packed but comfortable bartender was so funny in such a pleased mood cracking jokes, felt like he was a home and just being the best host.  It was dark with string light and definitely divey. I got a pretty good martini sitting at the bar. We came back on a Monday a few weeks later to find it super packed and very lively not as fun cuz sometimes too packed can be overwhelming but everyone was just having fun, we ran into a couple of SNL cast members who seem to be regulars there and that was super fun. I definitely recommend for having fun and laughs.
We will be stopping by again in a few months for a follow up and video will be posted via TikTok and Insta"
"ChIJiyiwQFdZwokR7rsRrrchLJk","Angel’s Share","West Village","45 Grove St, New York","Cocktail Bar","cocktail_bar; bar; point_of_interest; establishment","","4.4","1802","Monday: Closed | Tuesday: 5:00 PM – 12:00 AM | Wednesday: 5:00 PM – 12:00 AM | Thursday: 5:00 PM – 12:00 AM | Friday: 5:00 PM – 12:00 AM | Saturday: 5:00 PM – 12:00 AM | Sunday: Closed","Speakeasy-style bar in the East Village offering exotic cocktails in a cool, hard-to-find space.","[4★ Peter Gan]: Background
Angel's Share is a legendary speakeasy in New York's East Village, famously hidden behind an unmarked door. It cultivated an almost mythical reputation for classic cocktails and a strict no standing policy long before the modern speakeasy trend peaked.

Ambience
Accessing the bar felt like entering a secret, timeless capsule. The interior was indeed typical of a classic, intimate cocktail den, with dark wood and low lighting. The defining angel mural behind the bar provided a singular touch of whimsical artistry.

Service
Service adhered to the bar's established, slightly formal code. The bartender was skilled and professional, offering solid recommendations with a measured efficiency.

Drink
The cocktail program was dedicated to the classics, executed with reliable precision and quality spirits. The drinks were good, showcasing balance and technique. However, its offerings could feel like a perfectly curated museum display, admirable, but lacking the innovative spark that drives contemporary cocktail culture forward.

Overall
Angel's Share offered a quintessential, refined speakeasy experience that felt like a direct link to a bygone era of New York nightlife. ||| [5★ Jack Tuggle]: I had time to kill on my way to a dinner at Gennisis restaurant and I was walking by this bar and I was like let me try to get in because I could never get in. It’s always a long wait but I’m one person and this seems like a good opportunity.

I go to the front door and ask if they have a spot for one person and they do see me right away at the bar. The bartenders are all super hot. The whole staff is hot. The venue the space it’s beautiful it’s dark. It’s inviting. It’s busy it feels comforting while I was sitting at the bartender made a fabulous looking Drink. I didn’t ask what it is cause all I wanted that night was a martini so I told him I usually tell my bartender that just made me something that taste good and that’s alcohol forward.

He ended up making a classic gin martini, which correctly isn’t completely mind blowing, but for some reason that martini was just so perfect everything about it was perfect. I also love that they put an olive on the side and not in the drink olives in the drink drinks, displace alcohol so they can give you less product.

The olive was fantastic fresh and delicious so I asked for more the Drink stirred. It felt like an hour, but that’s not an issue. I loved it. It was ice cold.

I love this experience so much then I’ll go back again and again I can’t wait to try what else they have here ||| [3★ Kawone Williams]: Angle Share was a bar on my list for a long while but it always fell to the back of my mind. After going to Shinjis and getting shamed for not going i made it a priority. When I finally got there it was quite the wait. Nothing super crazy but definitely bring your patience. The wait was made a little easier when I got to talk to Forest one of the staff there. Cool guy. I hope he's behind the stick by this time.
When I got inside I had this odd feeling of being ignored. Not like I wasn't wanted but just as if I was forgotten or overlooked. The space was beautiful and everything was well put together. I may go back again to see if the vibe was off because of me or something else.

Here's what I had.
Sabor - Grapefruit in the front, cinnamon in the back and super juicy in the middle. 👏🏾👏🏾👏🏾

Papaya and Friends - Fruity with a kick in the pants. The spice in this drink hits you when you least expect it. 👏🏾👏🏾👏🏾

Cheek to Cheek - A drink so rich you can eat it with a spoon. ||| [4★ Maria Sanchez Carriel]: Visited with a friend pre dinner. Only walk-in it seems. Wait was about 15-20 min; which not bad but winter 🥶 you know. Cocktails were tasty. Mine was nothing out of the ordinary tbh (Papaya); the one my friend got had some milk component? (She just saw it on the bar and said that one! So not sure about the name but it was clear-ish); that was really good and interesting. Food options of course are scarse (enter cheese plate with 3 cheeses) but it’s a bar so no surprise. I think it was a pleasant bar for a while; but but pricey for what we had. ||| [5★ Sharin Kim]: Great service and probably one of the best cocktails I've ever drank.

It’s hard for cocktails to all taste good but not a single drink we’ve ordered was a miss.

They have a cute waiting spot and the bar is so well decorated too."
"ChIJLztrVJNZwokRTmcQJheGNR4","Employees Only","West Village","510 Hudson St, New York","Bar","bar; cocktail_bar; lounge_bar; night_club; american_restaurant; restaurant; food; point_of_interest; establishment","PRICE_LEVEL_EXPENSIVE","4.2","3137","Monday: 6:00 PM – 4:00 AM | Tuesday: 6:00 PM – 4:00 AM | Wednesday: 6:00 PM – 4:00 AM | Thursday: 6:00 PM – 4:00 AM | Friday: 6:00 PM – 4:00 AM | Saturday: 6:00 PM – 4:00 AM | Sunday: 6:00 PM – 4:00 AM","Inventive drinks are poured at this retro-looking, Prohibition-style bar.","[5★ Antonio Stojić]: We had the best night at Employees Only! 🍸
A complete and delicious experience from start to finish. All the food we had was amazing, but the table-side steak tartare was one of the best I’ve ever had. We enjoyed everything — our waitress and all the staff were absolutely fantastic, and the midnight burlesque was unforgettable, especially for me 😄.
Thank you for an incredible experience! ❤️ ||| [4★ martin victor]: Employee Only is a classic NYC spot with great vibes and excellent cocktails. The atmosphere is fun and energetic, and the drinks are always on point. Perfect place to start or end the night. ||| [5★ Natalia Ilina]: Great atmosphere & super cozy vibes, great music and good reasonably priced drinks. The team was caring and attentive, didn’t get the chance to eat but the menu looked amazing, will be back & recommend you to go 👏 sick design and a real wood fire as a plus ||| [5★ Zilola Shamsikulova]: Amazing atmosphere with a vintage twist!
Employees Only truly lives up to its reputation. The interior design feels like you’re stepping into a 1920s speakeasy — warm lighting, wood panels, and cozy booths give it an elegant but relaxed vibe. The service was attentive, and the cocktails were outstanding — creative, balanced, and beautifully presented. Perfect spot for a night out or date night. Highly recommended! ||| [5★ Oleksandr Yaroshenko]: The vibe in the place is great and cocktails were delicious if you are on the lookout for more classic taste with refined ingredients.

The food was also of high quality and probably overcame bar food expectations!"
"ChIJ49KsB19ZwokR8VwrMbECQr8","Sip&Guzzle","West Village","29 Cornelia St, New York","Cocktail Bar","cocktail_bar; bar; restaurant; food; point_of_interest; establishment","","4.2","694","Monday: 4:00 PM – 1:00 AM | Tuesday: 4:00 PM – 1:00 AM | Wednesday: 4:00 PM – 2:00 AM | Thursday: 4:00 PM – 2:00 AM | Friday: 4:00 PM – 2:00 AM | Saturday: 4:00 PM – 2:00 AM | Sunday: 4:00 PM – 1:00 AM","","[5★ Katya M]: One of the best experiences in New York. We discovered this place through the 50 Best ranking. I highly recommend making a reservation in advance, as even on weekdays it gets very busy.

The cocktails are incredibly creative and delicious, and the food is simply outstanding. I especially recommend trying the Wagyu Sando — it is 100% worth the price. We ordered 4 cocktails, 6 dishes, and 2 desserts. The total bill, including tips, came to $450, which is an excellent value for such an experience.

I will definitely come back, and I strongly suggest you don’t walk past this place — you’ll have an unforgettable experience. ||| [5★ Matt Mead]: Sip & Guzzle absolutely delivered from start to finish.The food was outstanding, with every dish hitting the mark. I had the late night menu with comte cheese fries, smash burger and super impressive fried chicken sando. Their selection of Japanese whiskies is genuinely impressive and thoughtfully curated. Service was flawless—special thanks to my server Lynsey and the gentlemen behind the bar for the good vibes. I don’t think I’ve ever had a better experience sitting at the rail, will be back for sure. ||| [5★ Gavin Helm]: This place is awesome! We went last week while we were visiting and had an amazing time.

We walked in without a reservation on Sunday night and sat at the bar to have a drink while we waited for a table at Sip downstairs. A table at Sip came up in less than 30 min and we were so happy we made it to the bar downstairs. The drinks were amazing and so was the chicken.

Besides the drinks being some of the best and most unique drinks we've had, the service was outstanding. Turner had great recommendations, explained the drinks so nicely, and really went above and beyond for us.

We had such a good time but didn't get to try everything we wanted to so we came back the next night! Turned remembered us which was really nice and Charity is awesome as well. She showed us just as much attention as we had the night before and her drink recommendations were on point as well. Everything was top notch and we can't wait until we go back to New York so we can go to Sip&Guzzle again! This is a must try!! ||| [5★ Samuel Lam]: Supercool place.

Arrived at 4pm. And waited in line for 30mins. No prob. I was here mainly to Guzzle and if I was lucky, hoping to get to Sip.

Had a good location near the bar and could watch the bartenders do their Magic.

Had the Yuzu Mugurita to begin. Then tried the wagyu old fashion. Had it with the Volcano Roll and the Pork Yaki. They really tasted so good.

To end of the quick 1hr here, I finished it off with a nice Japanese Highball. My evening just started.

Wonderful!!!!! ||| [4★ Andrew Dabydeen]: I enjoyed my experience at Sip and definitely think it’s worth a visit at least once. The snacks on the menu were delicious and the presentations were on point. Our server was phenomenal and so friendly, really made our experience. I did enjoy the cocktails (we did 2 rounds) - they were expertly made but were just okay. The prices on the menu are very high and I expected a bit more. Not sure if I’d come back but I’m glad I had the opportunity to come by. I would say come for a visit just to experience the downstairs since the vibe is super intimate and fun."
"ChIJwf-3fpZZwokR2jdv5p1PM8Q","Greenwich Treehouse","West Village","46 Greenwich Ave, New York","Bar","bar; pub; point_of_interest; establishment","PRICE_LEVEL_INEXPENSIVE","4.1","476","Monday: 5:00 PM – 2:00 AM | Tuesday: 5:00 PM – 2:00 AM | Wednesday: 5:00 PM – 2:00 AM | Thursday: 5:00 PM – 2:00 AM | Friday: 5:00 PM – 4:00 AM | Saturday: 3:00 PM – 4:00 AM | Sunday: 4:00 PM – 1:00 AM","This second-floor bar offers video games & trivia contests plus old movies on a big screen & more.","[5★ Emma B]: Went on a Tuesday — reasonably priced even outside happy hour! Decent selection of ciders. They do have a $15 card minimum but that was fine for us! ||| [5★ John Ontibero]: now this is a very cool bar it's almost like a badly kept secret you go up a short flight of stairs and your are treated to a Star wars tinged sports bar it's not very big so it gets packed quickly but the people you meet is worth the crowd I've always met someone cool everytime I've been. the staff is fantastic and you can't beat the location . they have a pretty good happy hour and it's wild on Friday and Saturday nights. ||| [5★ Rick Mischka]: Great bartender, fun little dive bar that has a lot of good vibes. Good drinks that were reasonably priced for the area. Definitely check it out for a chill, not pretentious time! ||| [1★ Matilda Michel]: My friends and I went into this bar last night (11/26) and the bartender with dark hair and a beard was very rude. My friend had received rude and unwelcoming service when ordering drinks. We had decided to close the tab due to the rude service, he had noticed we didnt tip and had asked “would you like to leave a tip?” With an attitude and when we told him no thank you due to his service, he became even more rude and had told us “sorry you couldn’t get into fiddlesticks” we had thought that was funny because that wasn’t the case, he returned to our section and stated “after you finish your drinks you need to leave immediately.” We hadn’t been rude, we didn’t cause a scene, we finished our drinks and left. He then proceeded to walk outside with us to smoke his cigarette and one of my friends had approached him and told him to have a nice night to be polite after having tension, and he continued to berate us about the tip and so we proceeded to leave. Any other instance we’ll always tip, but if you have a bad service and are rude of course you’re not going to get one. He had stated to us “you think i like working for free?” Which would’ve been a fair point had he given us good and friendly service but that was not the case. And reading through reviews it seems this place has a lot of issues when servicing people of color, which could explain his rudeness to my friends and i since we obviously weren’t white which was the demographic of this bar location. ||| [5★ Martin Harris]: I had a friend visiting town and this was definitely the most friendly we went to in the West Village. Brenda was a fantastic bartender and also wonderful to talk to. I’ll be back frequently."
"ChIJ5X5PM-1ZwokRqc7NcYmU65M","LELABAR","West Village","422 Hudson St, New York","Wine Bar","wine_bar; bar; restaurant; food; point_of_interest; establishment","PRICE_LEVEL_MODERATE","4.6","357","Monday: 5:00 – 11:00 PM | Tuesday: 4:00 PM – 12:00 AM | Wednesday: 4:00 PM – 12:00 AM | Thursday: 4:00 PM – 12:00 AM | Friday: 4:00 PM – 2:00 AM | Saturday: 1:00 PM – 2:00 AM | Sunday: 1:00 – 11:00 PM","Cozy nook with oval-shaped bar, global wine list (plus tastings) & charcuterie menu.","[5★ Adam Giladi]: Cute little date spot with some delicious food options to pair with their extensive global wine list.

The food menu blew us away, we loved everything we tried — highly recommend the Polenta, the Octopus with potato salad, Iberico selection, pan de queso with honey butter and the beignets with toasted fennel ||| [5★ Christina D]: Really nice wine bar, large variety of charcuterie, very good service, reasonably priced. We had such a lovely time on a Saturday night, it was busy but not too busy. The counter sitting elevates the experience and I would totally recommend it. ||| [5★ Kat Abayev]: Great brunch spot by day and wine bar by night! Popped in to try the new brunch menu and every dish was amazing. The Viennese pancakes were very soft and fluffy, and the Wagyu sliders were incredible as well. Elevated brunch classics. Highly recommend! ||| [5★ Anara Askar]: Beth took amazing care of us our first time here! Beautiful roses every weekend. I am so happy we stopped by here. Amazing service and delicious food 😍 dog friendly with outdoor seating! ||| [5★ Alex Lane]: Great brunch experience for the first weekend they opened brunch service. Great daytime wines, OJ, food! Will definitely be back. Highlight was the cheese board and the shakshuka."
"ChIJN0f2iJFZwokRt53h0ISm3eE","The Up & Up","West Village","116 MacDougal St, New York","Cocktail Bar","cocktail_bar; lounge_bar; night_club; bar; point_of_interest; establishment","PRICE_LEVEL_MODERATE","4.5","1101","Monday: 5:00 PM – 1:00 AM | Tuesday: 5:00 PM – 1:00 AM | Wednesday: 5:00 PM – 1:00 AM | Thursday: 5:00 PM – 2:00 AM | Friday: 5:00 PM – 2:00 AM | Saturday: 4:00 PM – 2:00 AM | Sunday: 4:00 PM – 12:00 AM","Dimly lit cocktail lounge offering sophisticated drinks plus snacks in a space with banquettes.","[5★ Kat B]: The drinks here were phenomenal. The service was also top tier and worth the price. They mix  flavors I never would’ve thought of and you can tell that they take pride in finding the drink that appeals to your taste. Very intimate vibe, great for a date night. ||| [5★ Dan Hardiman]: Came here for a post-dinner drink on a Sunday evening with my gf and one of her friends. We just kind of stumbled upon it, but it turned out to be a great discovery. Very nice vibes inside, basically like a speakeasy with mid-century modern decor. The drinks were all outstanding. I got the “as much as a duck” per the recommendation of our waitress and it was delicious. Noticed on the menu that it specifically said that this bar is not a pick-up spot - so for my gentlemen out there who are looking to meet some lovely ladies, this is not the place for you! (But once you do find one, bring her here on a date 🙂) ||| [5★ Jeffery Garrison, Jr]: Nice craft cocktail selection with a lot of variety. Light snacks were disappointing. Served in a to go container. They do have “house rules” where everyone in the party has to order drinks. ||| [4★ Erin Ryan]: Underground bar with a cool atmosphere. Bartenders were super nice and drinks were good. No food but they did have seasoned popcorn! Got the Tajin seasoned popcorn and it definitely could’ve used more but it was still good. I’d try their truffle rosemary seasoning next time. ||| [3★ Angelica Jimenez]: Insanely good midori sour was mid at best. Ambience seemed cool. Just popped in for one drink. May come back and give it a second try"
"ChIJWW4LoZNZwokRFOD1017tTZc","Blind Tiger","West Village","281 Bleecker St, New York","Bar","bar; restaurant; food; point_of_interest; establishment","PRICE_LEVEL_MODERATE","4.5","2060","Monday: 11:30 AM – 4:00 AM | Tuesday: 11:30 AM – 4:00 AM | Wednesday: 11:30 AM – 4:00 AM | Thursday: 11:30 AM – 4:00 AM | Friday: 11:30 AM – 4:00 AM | Saturday: 10:00 AM – 4:00 AM | Sunday: 10:00 AM – 4:00 AM","A large selection of microbrews differentiates this popular longtime watering hole.","[5★ Wesley H]: Treasured memories here at all hours of the day, night and wee hours through the years. Very warm and welcoming place with constantly evolving 10/10 tap line (28 to choose from on this day (!) you order by number for ease), good tunes and people and delicious food. One of the great bars in the five boroughs and personally one of my fave watering holes in the US ||| [5★ Ash N. Smith]: Classic west village bar with so many beers on tap they are given a number. Makes it easier to order! Love this spot and have been coming for years and now decades! In the winter their fireplace makes it a super cozy spot on a Sunday night.   Def will be back! ||| [4★ Joe Donnelly]: I stopped by the Blind Tiger on a Thursday earlier in December and had a great time. I only had drinks, so I can’t comment on the food, but the bar itself was buzzing. It was absolutely packed and standing room only, and the bar was easily two to three people deep. Despite that, the bartenders were on point and had me a beer in under five minutes, which honestly exceeded my expectations.

The hardest part was choosing what to drink because their beer list is massive. I started with a Tilted Barn Kölsch and followed it up with a Captain Lawrence Liquid Gold. I originally planned on just one beer, but there is a two beer minimum when using a credit card, and I had no complaints. I enjoyed some good music and caught the Knicks game on TV while enjoying the music.

Next time I am in this part of NYC, I will definitely be back to explore more of their impressive beer menu, hopefully with a little more elbow room! ||| [5★ Jeff Melvin]: My favorite bar in NYC, hands down. I came here for the first time a few years ago when I was getting big into craft beer, and had heard that one the best tap lists in the world was here. It has never disappointed, and I’ve been back about 15 times.

The variety and selection is always incredible. Maine Beer Company, Grimm, The Alchemist, Other Half, Hudson Valley, you name it. And tons of more niche microbreweries, local and otherwise.

The bartenders are always super nice. I’m a Mets fan and they put on the games sometimes. There’s a family tree of beers on the wall that I could stare at for an hour. And they give you a plaque on the wall if you ask a bartender to join the connoisseur club and drink 50 beers over time. Still on my way in that regard!

Be aware it can get extremely crowded at peak hours. Usually it’s not too bad for happy hour or later at night, and any non-weekend day is pretty spacious, but 10pm on a Friday can be pretty slammed. Regardless, if you find yourself in the neighborhood and have the time, stop by and try a couple new beers! ||| [5★ Nilesh Patel]: The menu goes well with the beer and the beer is phenomenal. This is an institution and deserves a formal attestation from the beer gods! The quirks that exist are part of the charm and not part of the problem. You will find guides and friends here hiding in plain sight. The selection the guidance and the experience is what matters and that is more golden than what will end up in your glass. Run don’t walk."
"ChIJB814D45ZwokRHQf70R9YryY","Madame X","West Village","94 W Houston St, New York","Bar","bar; point_of_interest; establishment","PRICE_LEVEL_MODERATE","4.3","654","Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 6:00 PM – 2:00 AM | Friday: 6:00 PM – 3:00 AM | Saturday: 6:00 PM – 3:00 AM | Sunday: 6:00 PM – 2:00 AM","A twenty-something crowd frequents this dimly lit lounge with crimson bordello decor.","[5★ Dazi Patel]: I hosted my 26th birthday at Madame X last night and it was such a great experience! The space was perfect for our group and the energy all night was exactly what I wanted.

The bartenders were amazing, drinks were great and they were so attentive the entire time. My friends had the best time!!

Thank you to the whole team for making it so easy and fun. I’d definitely host here again!🩷 ||| [5★ Olivia Vasquez]: I threw my 30th birthday party in the upstairs Boudois Lounge and it was the absolute best time! An amazing space, and the staff couldn't have been more accommodating to my party! Alex the General Manager was so communicative throughout the entire planning process and made throwing this event so much easier. Bartender Helen was amazing too-- Aquarius king! Also the music from the DJ was absolutely perfect for dancing, such a great mix. Would absolutely throw another party here and highly highly recommend for anyone looking for a venue!! ||| [5★ Leslie M]: Love coming to Madam X. This is my third time here. Been here twice for book club and one time for karaoke the Hamilton one and it was amazing. The vibes are always amazing. The staff if so sweet and the drinks are really great ||| [5★ Namita Patel]: I cannot say enough amazing things about Madame X and the entire team. This was truly one of the best venues I’ve ever worked with. From start to finish, everything was seamless—the flow of the night, the space, and the overall experience were absolutely perfect.

The bartenders were out of this world. The drinks were incredible, and they were so kind, attentive, and on top of everything all night long. My guests were raving nonstop, and the energy in the room was exactly what I hoped for (and more).

Huge thank you to Alex and the full team for being such a pleasure to work with. I’m already sending referrals—so many friends are asking about booking after attending. I’m incredibly grateful and can’t wait to work together again soon! ✨ ||| [5★ Ava M]: Alex and Amy were AMAZING helping me plan my birthday party at Madame X - very communicative, kind, and extremely organized. Also, Alex was able to fulfill my last-minute request to find a burlesque dancer to perform for my table, and I could not have been more happy the night of my birthday. I seriously recommend booking at Madame X for any event, you will be well taken care of. In the future, I will certainly be planning more birthdays/anniversaries, etc. with Alex and Madame X!!! thank u again Alex xoxoxo :)"
